data,regiao,estado,produto,categoria,quantidade,valor,meta_atingida
2025-08-26,Sudeste,RJ,Teclado,Acessórios,11,1396.9,Não
2025-08-04,Sudeste,MG,Mesa,Móveis,14,12905.21,Não
2025-11-07,Sudeste,RJ,SSD,Hardware,11,4634.6,Não
2025-02-03,Sudeste,SP,Monitor,Eletrônicos,4,3719.89,Não
2025-04-19,Sudeste,SP,Headset,Acessórios,11,1939.65,Não
2025-10-18,Norte,PA,Mouse,Acessórios,2,150.86,Sim
2025-11-27,Sudeste,MG,SSD,Hardware,7,2795.6,Sim
2025-12-15,Sudeste,MG,Monitor,Eletrônicos,9,8376.79,Sim
2025-11-05,Nordeste,PE,Cadeira,Móveis,7,8622.06,Sim
2025-11-13,Sul,PR,Headset,Acessórios,10,1901.57,Sim
2025-05-03,Norte,PA,Monitor,Eletrônicos,4,3638.78,Sim
2025-06-19,Nordeste,CE,Mouse,Acessórios,9,674.58,Sim
2025-04-19,Sul,RS,Teclado,Acessórios,10,1168.95,Não
2025-08-24,Sudeste,MG,Cadeira,Móveis,9,10872.85,Não
2025-12-10,Norte,PA,Headset,Acessórios,5,932.27,Sim
2025-05-09,Nordeste,BA,SSD,Hardware,5,2191.56,Sim
2025-08-02,Norte,PA,Notebook,Eletrônicos,4,13419.94,Sim
2025-04-12,Sudeste,SP,SSD,Hardware,7,2756.93,Sim
2025-03-13,Centro-Oeste,GO,Notebook,Eletrônicos,9,29300.7,Não
2025-03-21,Sul,SC,Mesa,Móveis,6,5732.25,Não
2025-01-21,Sudeste,SP,Teclado,Acessórios,6,708.73,Não
2025-12-04,Sul,PR,Teclado,Acessórios,5,556.89,Não
2025-06-08,Nordeste,BA,Notebook,Eletrônicos,4,13666.92,Não
2025-11-14,Sudeste,SP,Mesa,Móveis,10,9446.34,Sim
2025-09-10,Sul,RS,Monitor,Eletrônicos,12,11440.39,Sim
2025-03-01,Centro-Oeste,GO,Cadeira,Móveis,5,5798.07,Sim
2025-03-23,Sudeste,RJ,Mesa,Móveis,13,11036.38,Sim
2025-10-20,Sul,RS,SSD,Hardware,8,3531.74,Sim
2025-04-15,Sul,RS,Mesa,Móveis,3,2669.4,Sim
2025-11-09,Sudeste,RJ,Headset,Acessórios,6,1054.98,Não
2025-03-23,Norte,PA,Mesa,Móveis,1,916.06,Sim
2025-09-01,Nordeste,CE,SSD,Hardware,1,450.27,Não
2025-10-13,Sudeste,SP,Headset,Acessórios,5,1000.03,Não
2025-04-22,Norte,PA,Monitor,Eletrônicos,7,6412.94,Sim
2025-04-26,Norte,AM,Placa de Vídeo,Hardware,12,28970.2,Sim
2025-12-07,Sudeste,RJ,Monitor,Eletrônicos,2,2033.87,Sim
2025-04-18,Centro-Oeste,GO,Cadeira,Móveis,12,14765.03,Sim
2025-06-06,Sudeste,SP,Headset,Acessórios,4,763.94,Sim
2025-06-04,Norte,PA,Monitor,Eletrônicos,2,1943.26,Não
2025-04-10,Nordeste,BA,Mesa,Móveis,10,8846.74,Sim
2025-10-24,Nordeste,BA,Monitor,Eletrônicos,11,10315.85,Sim
2025-10-19,Sudeste,SP,Mesa,Móveis,9,7522.29,Não
2025-05-14,Norte,AM,Mesa,Móveis,2,1665.16,Sim
2025-11-08,Sudeste,SP,Notebook,Eletrônicos,2,6126.32,Sim
2025-03-04,Sudeste,RJ,Monitor,Eletrônicos,6,6007.02,Sim
2025-01-08,Sudeste,SP,SSD,Hardware,7,2773.4,Sim
2025-08-05,Nordeste,CE,Mouse,Acessórios,14,1071.02,Sim
2025-12-06,Sudeste,SP,Monitor,Eletrônicos,5,4786.95,Sim
2025-01-19,Norte,PA,Placa de Vídeo,Hardware,3,7444.48,Sim
2025-03-04,Nordeste,BA,Headset,Acessórios,14,2516.66,Sim
2025-07-02,Sudeste,SP,Notebook,Eletrônicos,3,9697.25,Sim
2025-10-15,Sudeste,SP,Placa de Vídeo,Hardware,1,2545.13,Sim
2025-02-08,Sudeste,SP,Notebook,Eletrônicos,6,19587.56,Sim
2025-06-13,Sul,SC,Mouse,Acessórios,6,511.66,Sim
2025-10-04,Nordeste,CE,Placa de Vídeo,Hardware,9,22093.32,Sim
2025-05-06,Sudeste,RJ,Cadeira,Móveis,13,15938.93,Sim
2025-03-12,Centro-Oeste,GO,Cadeira,Móveis,14,17136.81,Sim
2025-03-19,Sudeste,SP,Teclado,Acessórios,5,631.59,Não
2025-06-12,Nordeste,CE,Monitor,Eletrônicos,14,13579.38,Não
2025-07-15,Norte,PA,Cadeira,Móveis,9,10548.96,Sim
2025-11-15,Nordeste,CE,Placa de Vídeo,Hardware,1,2657.91,Não
2025-09-08,Nordeste,BA,Notebook,Eletrônicos,14,46165.47,Sim
2025-09-08,Centro-Oeste,GO,SSD,Hardware,2,775.02,Sim
2025-12-12,Sudeste,SP,Teclado,Acessórios,9,1159.16,Não
2025-06-01,Sudeste,SP,Mouse,Acessórios,12,973.15,Não
2025-06-19,Sudeste,SP,Monitor,Eletrônicos,4,3971.13,Não
2025-12-17,Sul,RS,Cadeira,Móveis,4,4509.68,Sim
2025-04-09,Nordeste,PE,Monitor,Eletrônicos,7,6131.19,Não
2025-09-11,Sul,SC,Headset,Acessórios,13,2473.85,Sim
2025-10-09,Centro-Oeste,GO,Mesa,Móveis,4,3564.1,Sim
2025-02-18,Sudeste,SP,Notebook,Eletrônicos,10,31677.39,Sim
2025-06-21,Nordeste,PE,Mouse,Acessórios,7,545.64,Não
2025-03-03,Sudeste,SP,Cadeira,Móveis,2,2207.94,Sim
2025-03-12,Sudeste,RJ,Monitor,Eletrônicos,10,9541.87,Não
2025-06-01,Nordeste,BA,Headset,Acessórios,12,2234.5,Sim
2025-04-13,Norte,PA,Teclado,Acessórios,9,1161.2,Não
2025-10-07,Sul,SC,Cadeira,Móveis,3,3269.46,Não
2025-11-10,Sudeste,SP,Placa de Vídeo,Hardware,3,7574.94,Não
2025-10-13,Sul,SC,SSD,Hardware,6,2436.92,Sim
2025-04-09,Sudeste,SP,Monitor,Eletrônicos,8,7652.66,Sim
2025-04-11,Norte,AM,Notebook,Eletrônicos,8,25597.05,Sim
2025-04-21,Nordeste,BA,Notebook,Eletrônicos,4,13094.38,Sim
2025-02-22,Sudeste,SP,Cadeira,Móveis,8,9862.4,Sim
2025-12-01,Sudeste,SP,Monitor,Eletrônicos,5,4586.77,Sim
2025-06-11,Sudeste,SP,Headset,Acessórios,10,1958.6,Sim
2025-04-23,Norte,PA,SSD,Hardware,12,4656.99,Sim
2025-11-15,Sul,RS,SSD,Hardware,10,4040.33,Sim
2025-06-06,Nordeste,CE,SSD,Hardware,1,417.56,Não
2025-01-17,Sul,SC,Headset,Acessórios,14,2460.39,Sim
2025-03-04,Sul,PR,Cadeira,Móveis,1,1171.65,Não
2025-08-01,Sudeste,SP,Cadeira,Móveis,14,16559.33,Não
2025-10-18,Norte,PA,Monitor,Eletrônicos,1,987.5,Sim
2025-03-14,Sudeste,RJ,Mouse,Acessórios,8,641.7,Não
2025-11-21,Sul,PR,Mouse,Acessórios,2,162.66,Sim
2025-11-10,Nordeste,BA,Teclado,Acessórios,2,236.01,Não
2025-11-24,Sul,SC,Mesa,Móveis,10,8246.74,Sim
2025-04-12,Norte,PA,Mesa,Móveis,11,9163.36,Sim
2025-01-20,Sudeste,SP,Mouse,Acessórios,2,163.97,Sim
2025-11-03,Sul,RS,Mesa,Móveis,14,13447.94,Sim
2025-05-03,Sudeste,MG,Mesa,Móveis,5,4105.25,Não
2025-08-22,Sul,RS,Cadeira,Móveis,5,5802.98,Sim
2025-10-23,Sudeste,SP,Headset,Acessórios,5,988.15,Não
2025-02-26,Sudeste,SP,Mesa,Móveis,7,6555.73,Não
2025-10-09,Sudeste,RJ,Mesa,Móveis,3,2689.31,Sim
2025-12-01,Sudeste,RJ,Placa de Vídeo,Hardware,6,15899.31,Sim
2025-09-27,Sudeste,MG,Monitor,Eletrônicos,3,2939.71,Não
2025-06-17,Sul,SC,Teclado,Acessórios,1,126.89,Sim
2025-11-07,Sul,SC,Placa de Vídeo,Hardware,6,14657.23,Sim
2025-07-21,Sudeste,MG,Mouse,Acessórios,10,854.55,Sim
2025-10-25,Sudeste,MG,Placa de Vídeo,Hardware,11,26431.06,Não
2025-10-08,Sudeste,SP,Notebook,Eletrônicos,5,16860.67,Sim
2025-10-21,Sul,PR,Notebook,Eletrônicos,5,14916.46,Sim
2025-04-22,Sudeste,RJ,SSD,Hardware,12,4793.75,Sim
2025-02-14,Sudeste,SP,Teclado,Acessórios,10,1104.75,Sim
2025-04-18,Sudeste,MG,Mouse,Acessórios,12,951.59,Sim
2025-07-08,Sul,RS,Teclado,Acessórios,13,1518.66,Não
2025-07-26,Sudeste,RJ,Teclado,Acessórios,12,1363.04,Não
2025-08-27,Sul,PR,Placa de Vídeo,Hardware,14,36115.15,Sim
2025-06-27,Sul,PR,Notebook,Eletrônicos,6,18900.08,Sim
2025-10-20,Nordeste,BA,Mesa,Móveis,6,5568.69,Sim
2025-11-02,Sul,SC,Placa de Vídeo,Hardware,5,13817.71,Sim
2025-04-10,Nordeste,BA,Cadeira,Móveis,4,4712.29,Sim
2025-10-13,Sudeste,RJ,Teclado,Acessórios,11,1240.68,Não
2025-09-26,Nordeste,CE,Monitor,Eletrônicos,11,10107.89,Sim
2025-07-15,Sul,PR,Mesa,Móveis,12,11386.28,Sim
2025-03-15,Sudeste,MG,Mouse,Acessórios,3,224.21,Sim
2025-10-04,Sul,SC,Monitor,Eletrônicos,7,6550.89,Sim
2025-12-22,Sudeste,MG,Teclado,Acessórios,4,513.98,Sim
2025-09-10,Sul,RS,Placa de Vídeo,Hardware,13,36237.2,Não
2025-11-03,Nordeste,PE,Headset,Acessórios,4,749.2,Não
2025-12-27,Norte,AM,Monitor,Eletrônicos,3,2926.33,Não
2025-05-06,Norte,PA,Mesa,Móveis,8,7070.72,Não
2025-08-01,Sul,RS,Monitor,Eletrônicos,13,12850.84,Sim
2025-07-03,Sul,PR,Placa de Vídeo,Hardware,13,31266.79,Não
2025-12-13,Nordeste,CE,SSD,Hardware,2,792.17,Sim
2025-02-03,Sudeste,RJ,Placa de Vídeo,Hardware,5,13237.53,Sim
2025-06-23,Centro-Oeste,GO,Placa de Vídeo,Hardware,3,7466.23,Sim
2025-11-14,Sul,RS,Headset,Acessórios,5,975.24,Sim
2025-04-09,Sudeste,SP,Monitor,Eletrônicos,8,7419.09,Sim
2025-10-01,Sudeste,SP,Teclado,Acessórios,4,509.69,Sim
2025-05-13,Centro-Oeste,GO,Mouse,Acessórios,1,84.09,Não
2025-12-05,Sudeste,SP,SSD,Hardware,8,3356.15,Não
2025-11-27,Sudeste,RJ,Mesa,Móveis,1,928.86,Sim
2025-05-08,Sudeste,RJ,Cadeira,Móveis,4,4431.56,Sim
2025-10-13,Sudeste,SP,SSD,Hardware,1,419.61,Não
2025-05-01,Sudeste,RJ,Cadeira,Móveis,2,2188.67,Sim
2025-08-04,Nordeste,PE,Teclado,Acessórios,7,888.5,Sim
2025-09-06,Sudeste,SP,Teclado,Acessórios,12,1514.43,Sim
2025-10-02,Centro-Oeste,GO,Mouse,Acessórios,11,936.62,Sim
2025-01-20,Centro-Oeste,GO,Notebook,Eletrônicos,2,6786.54,Sim
2025-04-26,Sudeste,MG,Mesa,Móveis,1,955.45,Não
2025-09-27,Sudeste,SP,Cadeira,Móveis,5,5500.07,Não
2025-08-08,Sul,SC,Mesa,Móveis,10,9514.92,Não
2025-07-22,Sudeste,SP,Mouse,Acessórios,11,890.03,Sim
2025-01-14,Sudeste,MG,SSD,Hardware,12,4977.5,Não
2025-05-02,Norte,PA,Placa de Vídeo,Hardware,5,13125.58,Sim
2025-11-03,Norte,PA,Cadeira,Móveis,3,3363.12,Sim
2025-01-15,Nordeste,CE,Teclado,Acessórios,1,115.94,Sim
2025-06-12,Sudeste,RJ,Notebook,Eletrônicos,3,9202.66,Sim
2025-12-01,Nordeste,BA,SSD,Hardware,1,391.94,Sim
2025-01-26,Nordeste,BA,Placa de Vídeo,Hardware,13,33781.42,Sim
2025-10-20,Sudeste,MG,Mesa,Móveis,4,3780.87,Sim
2025-04-14,Sul,SC,SSD,Hardware,12,5144.95,Sim
2025-11-27,Sudeste,SP,SSD,Hardware,8,3371.28,Sim
2025-10-27,Sudeste,SP,SSD,Hardware,8,3321.61,Sim
2025-11-27,Sul,PR,Mouse,Acessórios,7,556.81,Não
2025-03-07,Sudeste,SP,Notebook,Eletrônicos,12,36613.8,Sim
2025-07-24,Sudeste,SP,Notebook,Eletrônicos,1,3365.34,Sim
2025-10-14,Centro-Oeste,GO,Monitor,Eletrônicos,2,1808.31,Sim
2025-04-20,Norte,PA,Teclado,Acessórios,6,744.95,Não
2025-04-24,Sul,PR,Mesa,Móveis,6,5562.13,Sim
2025-01-05,Centro-Oeste,GO,Mouse,Acessórios,8,647.67,Não
2025-12-13,Norte,PA,Notebook,Eletrônicos,11,37244.0,Sim
2025-09-04,Sudeste,SP,Monitor,Eletrônicos,9,8264.16,Sim
2025-08-08,Sul,RS,Placa de Vídeo,Hardware,4,11035.01,Sim
2025-10-12,Sudeste,MG,Placa de Vídeo,Hardware,5,13477.17,Sim
2025-07-24,Sudeste,SP,Teclado,Acessórios,11,1383.1,Não
2025-07-24,Nordeste,PE,SSD,Hardware,3,1293.18,Não
2025-06-11,Sudeste,MG,Mesa,Móveis,8,7514.55,Sim
2025-09-09,Sul,RS,Placa de Vídeo,Hardware,8,22441.03,Não
2025-03-15,Sudeste,SP,SSD,Hardware,11,4560.98,Sim
2025-11-25,Sudeste,SP,Cadeira,Móveis,11,13285.37,Sim
2025-10-27,Norte,PA,Teclado,Acessórios,7,872.87,Sim
2025-05-07,Sudeste,SP,Cadeira,Móveis,5,5706.64,Sim
2025-08-06,Sudeste,RJ,Headset,Acessórios,6,1217.88,Não
2025-03-20,Sudeste,RJ,Teclado,Acessórios,6,707.84,Sim
2025-12-09,Sul,RS,Cadeira,Móveis,4,4648.18,Sim
2025-11-06,Sul,PR,Cadeira,Móveis,9,9697.44,Sim
2025-12-01,Sul,RS,Cadeira,Móveis,3,3298.63,Sim
2025-05-11,Sudeste,SP,Teclado,Acessórios,10,1265.41,Sim
2025-03-11,Sudeste,RJ,Teclado,Acessórios,11,1298.15,Não
2025-03-16,Centro-Oeste,GO,Notebook,Eletrônicos,14,44040.79,Sim
2025-02-06,Sul,SC,Cadeira,Móveis,2,2206.52,Sim
2025-02-20,Sul,SC,Cadeira,Móveis,11,12633.02,Sim
2025-02-19,Nordeste,BA,Placa de Vídeo,Hardware,2,5454.44,Sim
2025-12-13,Nordeste,PE,Mouse,Acessórios,5,425.29,Sim
2025-02-05,Sudeste,SP,Mouse,Acessórios,3,223.49,Não
2025-02-14,Sudeste,MG,Notebook,Eletrônicos,3,9714.92,Não
2025-10-19,Sul,PR,Monitor,Eletrônicos,3,2835.08,Sim
2025-08-11,Sudeste,RJ,Teclado,Acessórios,1,122.19,Não
2025-10-08,Centro-Oeste,GO,Teclado,Acessórios,12,1427.85,Sim
2025-08-14,Sul,RS,Teclado,Acessórios,1,118.05,Sim
2025-11-10,Nordeste,PE,Teclado,Acessórios,6,716.76,Não
2025-08-11,Centro-Oeste,GO,Mesa,Móveis,10,9016.77,Não
2025-07-10,Sul,RS,Monitor,Eletrônicos,14,13302.09,Não
2025-09-09,Norte,PA,Headset,Acessórios,12,2269.84,Sim
2025-06-20,Sul,PR,Monitor,Eletrônicos,2,1996.62,Sim
2025-05-13,Centro-Oeste,GO,Headset,Acessórios,14,2764.55,Sim
2025-06-13,Sudeste,MG,Mesa,Móveis,10,8674.12,Sim
2025-03-18,Sul,RS,Notebook,Eletrônicos,3,10061.69,Sim
2025-10-10,Sul,PR,Teclado,Acessórios,7,887.53,Sim
2025-04-03,Sudeste,SP,Notebook,Eletrônicos,13,39293.64,Sim
2025-03-24,Sudeste,MG,Placa de Vídeo,Hardware,6,15806.38,Sim
2025-04-02,Norte,PA,Mesa,Móveis,3,2578.29,Sim
2025-11-16,Sul,SC,Headset,Acessórios,13,2564.52,Sim
2025-05-08,Sudeste,SP,Monitor,Eletrônicos,14,12744.14,Sim
2025-09-06,Sudeste,RJ,Notebook,Eletrônicos,14,46028.62,Sim
2025-11-02,Sudeste,SP,Mouse,Acessórios,14,1076.12,Sim
2025-02-25,Sudeste,SP,Mesa,Móveis,13,11590.63,Sim
2025-10-12,Norte,PA,Cadeira,Móveis,7,8627.86,Sim
2025-05-10,Sul,RS,SSD,Hardware,3,1236.07,Não
2025-03-21,Sudeste,RJ,Teclado,Acessórios,9,1144.93,Sim
2025-09-02,Sul,SC,Headset,Acessórios,4,819.21,Sim
2025-11-16,Sudeste,SP,Mouse,Acessórios,7,593.59,Sim
2025-04-14,Sudeste,RJ,Monitor,Eletrônicos,10,8992.12,Não
2025-08-15,Nordeste,BA,Placa de Vídeo,Hardware,14,38261.69,Não
2025-04-04,Sul,SC,Monitor,Eletrônicos,5,4394.43,Sim
2025-08-26,Norte,PA,Mouse,Acessórios,4,314.54,Sim
2025-08-07,Sul,SC,Mouse,Acessórios,11,932.2,Sim
